itemId,featureId
15409,121
18975,121
26946,121
27931,121
33676,121
33875,121
36467,121
3919,122
4095,122
11254,122
15615,123
23288,123
23766,123
25793,123
25838,123
29612,123
1978,124
3597,124
22695,124
23764,124
4621,125
10244,125
12289,125
16754,125
32163,125
34358,125
4605,126
7178,126
16876,126
19101,126
19682,126
21632,126
27969,126
28964,126
31699,126
36856,126
36905,126
8405,127
34995,127
1253,128
2130,128
2421,128
2988,128
5482,128
5660,128
6318,128
6587,128
11246,128
11862,128
12465,128
12651,128
13664,128
14012,128
15205,128
19582,128
20501,128
20675,128
21202,128
21466,128
24913,128
29191,128
31929,128
36540,128
36951,128
18437,129
31480,129
12392,130
16726,130
25889,130
28141,130
7423,131
20727,131
3119,132
3723,132
9665,132
3614,133
16581,133
4199,134
32221,134
34967,134
2872,135
15754,135
21685,135
256,136
803,136
1124,136
3997,136
4999,136
11015,136
11153,136
12666,136
17443,136
19816,136
21626,136
22134,136
22969,136
23105,136
24556,136
28279,136
28723,136
28859,136
29516,136
32338,136
33134,136
33716,136
3793,137
14062,137
21060,137
10466,138
31532,138
3929,139
11302,139
14672,140
24679,140
28019,140
15722,141
27443,141
28446,141
29348,141
32640,141
14665,142
26269,142
419,143
4281,143
6002,143
8286,143
14956,143
17804,143
21637,143
1465,144
11185,144
262,145
9220,145
14444,145
32340,145
34952,145
2804,146
5812,146
5707,147
21207,147
21841,147
967,148
4983,148
7464,148
13200,148
19305,148
22929,148
30315,148
2542,149
6188,149
11653,149
12580,149
25918,149
2252,150
15059,150
17979,150
18282,150
18411,150
19380,150
19522,150
19845,150
23651,150
25734,150
25861,150
26967,150
27843,150
29770,150
30027,150
36084,150
8445,151
17681,151
26475,151
1622,152
10676,152
14083,152
22672,152
23320,152
27406,152
28349,152
29175,152
30586,152
33932,152
6915,153
22715,153
37139,153
5612,154
11152,154
29293,154
35573,154
17083,155
35846,155
20450,156
22173,156
25354,156
647,157
28758,157
8102,158
32275,158
17562,159
34063,159
9321,160
19227,160
35567,160
11087,161
33935,161
15163,162
22362,162
3025,163
18806,163
21282,163
25901,163
6986,164
9049,164
16058,164
28868,164
9241,165
30298,165
16419,166
23364,166
1828,167
4695,167
8218,167
9610,167
10161,167
14876,167
18045,167
20126,167
20512,167
21162,167
21526,167
22360,167
25510,167
29372,168
34108,168
4277,169
8094,169
5208,170
13094,170
19748,170
24519,170
10510,171
16569,171
28148,171
7711,172
8339,172
11508,172
13735,172
14825,172
20912,172
7296,173
17930,173
21210,173
28731,173
31869,174
35624,174
11852,175
22128,175
24426,175
32454,175
33096,175
3141,176
15426,176
16327,176
16775,176
24422,176
25285,176
29353,176
1940,177
9692,177
34945,177
7452,178
21660,178
880,179
9511,179
32901,179
2531,180
9790,180
25418,180
31916,180
8223,181
37035,181
12295,182
14119,182
18117,182
19486,182
24834,182
36213,182
25773,183
26575,183
2649,184
4089,184
4469,184
9225,184
10684,184
11616,184
14294,184
15972,184
22598,184
24290,184
26344,184
26508,184
27599,184
27990,184
28255,184
28789,184
29960,184
30601,184
31791,184
34578,184
34634,184
4054,185
33469,185
1358,186
6878,186
6999,186
7993,186
8268,186
23487,186
24020,186
28532,186
29496,186
33646,186
34589,186
35857,186
36571,186
22589,187
27042,187
28551,187
12578,188
33846,188
4432,189
8594,189
9379,189
3691,190
21587,190
23347,190
12559,191
36058,191
11155,192
32113,192
16924,193
20094,193
22949,193
27864,193
9822,194
14207,194
12581,195
13982,195
21965,196
29118,196
36966,196
29780,197
34950,197
18640,198
21315,198
24759,198
34528,198
5504,199
7375,199
17486,199
21677,199
33523,199
9905,200
17456,200
34397,200
15022,201
18501,201
2453,202
25833,202
2740,203
13163,203
16194,203
28698,203
33647,203
34248,203
21520,204
23794,204
5309,205
7883,205
10834,205
12871,205
14007,205
18727,205
22001,205
30021,205
2853,206
4851,206
5701,206
17089,206
21729,206
9031,207
35596,207
1766,208
3258,208
5541,208
7534,208
11773,208
16505,208
18546,208
20095,208
23636,208
27783,208
30040,208
33232,208
36805,208
8916,209
21307,209
11203,210
13506,210
29863,210
13048,211
13566,211
29559,211
364,212
4589,212
6101,212
7751,212
8869,212
13227,212
21544,212
22751,212
25453,212
27597,212
29501,212
2693,213
5249,213
13005,213
19143,213
20027,213
31204,213
32902,213
34447,213
10557,214
13119,214
15628,214
20122,214
182,215
1300,215
5650,215
6283,215
7940,215
10012,215
13391,215
13438,215
17581,215
21170,215
24862,215
25197,215
25479,215
26589,215
26930,215
33973,215
34763,215
35219,215
36652,215
3832,216
26781,216
29304,216
29350,217
32602,217
12375,218
20151,218
2783,219
11439,219
20337,219
1758,220
21092,220
28218,221
36581,221
659,222
4019,222
6340,222
12345,223
14618,223
28033,223
33529,223
34548,223
3944,224
9885,224
17194,224
18668,224
22868,224
21253,225
21946,225
24237,225
34538,225
1245,226
1378,226
1534,226
3014,226
3136,226
5390,226
9311,226
10958,226
13203,226
16652,226
17920,226
20825,226
25636,226
31435,226
32901,226
36224,226
539,227
31140,227
1396,228
1423,228
13008,228
16360,228
16714,228
20155,228
25728,228
27587,228
28040,228
34618,228
32,229
301,229
1211,229
4416,229
8929,229
25770,229
26222,229
30392,229
32545,229
34791,229
35310,229
35716,229
36221,229
8598,230
19103,230
9956,231
13923,231
5017,232
17073,232
19233,232
16838,233
17567,233
7781,234
13651,234
13730,234
23677,234
24516,234
28682,234
33210,234
34296,234
2730,235
28258,235
2223,236
3509,236
6355,236
18893,236
15169,237
17825,237
36979,237
991,238
1251,238
3343,238
5969,238
6014,238
12004,238
13771,238
16491,238
18622,238
22796,238
32161,238
33211,238
10265,239
21931,239
27035,239
5609,240
18212,240
20060,240
542,241
12260,241
16350,241
3415,242
7786,242
8901,242
28180,242
34136,242
34467,242
11754,243
13742,243
17310,243
17345,243
4686,244
13591,244
31635,244
34404,244
8871,245
19815,245
5497,246
23537,246
5660,247
8665,247
16717,247
26912,247
31697,247
245,248
2763,248
3088,248
3280,248
4914,248
7155,248
7774,248
7964,248
9795,248
12593,248
12686,248
12753,248
13425,248
14243,248
16592,248
20889,248
21248,248
22521,248
22818,248
24129,248
27039,248
28789,248
29604,248
30115,248
30826,248
31431,248
31891,248
32587,248
35616,248
36278,248
35500,249
36528,249
2853,250
13398,250
17774,250
21332,250
25802,250
28958,250
9478,251
31062,251
4848,252
5194,252
12948,252
29231,252
36640,252
1244,253
1832,253
1941,253
2313,253
2898,253
10915,253
11826,253
14848,253
17362,253
30052,253
36468,253
1794,254
4625,254
16861,254
18310,254
36457,254
20810,255
23536,255
21823,256
28738,256
2152,257
9407,257
19555,257
18203,258
36203,258
1281,259
33606,259
2751,260
19681,260
29381,260
29525,260
35191,260
15913,261
27636,261
154,262
10206,262
14631,262
22909,262
24195,262
35359,262
36371,262
4052,263
17923,263
14242,264
25334,264
26600,264
23803,265
25788,265
35460,265
10428,266
16906,266
3651,267
11861,267
12506,267
20807,267
25916,267
32306,267
1376,268
2428,268
3964,268
3973,268
6735,268
7191,268
7334,268
8450,268
8647,268
8811,268
9802,268
11168,268
11390,268
12121,268
13277,268
13373,268
14046,268
14425,268
15530,268
15683,268
16078,268
17421,268
19145,268
21697,268
22001,268
22061,268
22630,268
23722,268
24725,268
24993,268
26005,268
26197,268
26396,268
26875,268
28200,268
28286,268
29335,268
29529,268
30217,268
31796,268
34790,268
34796,268
35542,268
7748,269
20201,269
3181,270
21205,270
3881,271
27632,271
14765,272
15726,272
575,273
2994,273
4094,273
12357,273
15646,273
18401,273
29100,273
31612,273
4631,274
11433,274
5734,275
10262,275
12372,275
14066,275
16768,275
23936,276
30047,276
9622,277
20871,277
21115,277
26137,277
24044,278
27592,278
1005,279
4551,279
30623,279
2474,280
4933,280
5580,280
8611,280
10011,280
18188,280
21774,280
22741,280
24208,280
27556,280
33874,280
10819,281
27668,281
30274,281
4249,282
4319,282
4485,282
9909,282
11981,282
15019,282
18963,282
20964,282
26809,282
28467,282
32910,282
34250,282
35113,282
36032,282
15199,283
20062,283
24119,283
25336,283
29619,283
32506,283
23256,284
30841,284
2806,285
4570,285
11377,285
17169,285
20913,285
35683,285
2553,286
2606,286
3174,286
6237,286
9126,286
9415,286
12165,286
15773,286
16825,286
20996,286
21348,286
22413,286
23720,286
25329,286
26590,286
32886,286
35970,286
36658,286
3819,287
8742,287
23900,287
26096,287
8466,288
8518,288
8775,288
9050,288
10266,288
11838,288
11952,288
12605,288
14019,288
18172,288
21413,288
23151,288
23988,288
27322,288
31483,288
36492,288
23518,289
25496,289
1033,290
21128,290
22512,291
29436,291
27340,292
28435,292
1165,293
12603,293
22609,293
27451,293
35010,293
25509,294
27654,294
31959,294
32131,294
10766,295
12771,295
11650,296
19856,296
20529,296
31523,296
35967,296
16629,297
29683,297
28625,298
29033,298
10586,299
16517,299
12799,300
13781,300
25661,300
34542,300
17978,301
22751,301
32238,301
32777,301
36814,301
19004,302
25537,302
25776,302
36886,302
15979,303
16385,303
17592,303
19036,303
21218,303
4254,304
5639,304
6048,304
6147,304
6232,304
6776,304
10927,304
11162,304
11334,304
12332,304
13972,304
17906,304
19473,304
21555,304
27655,304
29051,304
30159,304
33397,304
34110,304
1202,305
25121,305
126,306
1240,306
2244,306
2952,306
2956,306
3393,306
3417,306
4478,306
4898,306
4940,306
5818,306
5838,306
6490,306
6500,306
7884,306
8279,306
9951,306
10416,306
10794,306
11480,306
11644,306
12140,306
12479,306
13062,306
15045,306
15218,306
16527,306
18456,306
20138,306
21674,306
21682,306
22555,306
23187,306
23991,306
24656,306
24881,306
24882,306
25376,306
25623,306
25834,306
26421,306
26753,306
29454,306
29855,306
30371,306
31182,306
31189,306
31624,306
33231,306
33238,306
34336,306
34679,306
36628,306
36721,306
11033,307
12112,307
12221,307
14690,307
20827,307
21116,307
24723,307
25095,307
1326,308
18784,308
23645,308
24138,308
13740,309
19410,309
27685,309
17123,310
19739,310
34435,310
9459,311
24439,311
29267,311
9871,312
15576,312
30764,312
13705,313
15424,313
35096,313
12188,314
26673,314
2313,315
12712,315
22823,315
657,316
13033,316
1711,317
6192,317
12999,317
27813,317
31953,317
1839,318
5885,318
6086,318
15917,318
16219,318
16333,318
18966,318
20888,318
24330,318
25096,318
29610,318
34752,318
4065,319
23102,319
32406,319
32805,319
28186,320
30991,320
34086,320
36178,320
22343,321
22795,321
3640,322
6329,322
11717,323
23833,323
24372,323
26285,323
29005,323
35390,323
3611,324
16139,324
18892,324
22712,324
27118,324
7349,325
13047,325
15316,325
710,326
8552,326
27375,327
34981,327
8421,328
36274,328
3257,329
9202,329
10904,329
14311,329
14492,329
15781,329
18937,329
20039,329
20854,329
23314,329
26266,329
28048,329
28234,329
24397,330
24469,330
939,331
1205,331
2982,331
3581,331
3913,331
4061,331
4671,331
4727,331
6009,331
7378,331
10827,331
11075,331
11238,331
11307,331
12327,331
12549,331
16577,331
17103,331
18197,331
19790,331
20893,331
21024,331
21458,331
21787,331
22137,331
22239,331
22687,331
22818,331
23054,331
23448,331
25110,331
26583,331
26986,331
27389,331
27532,331
27788,331
28241,331
29564,331
30311,331
30994,331
31232,331
33425,331
33578,331
33733,331
33971,331
34664,331
36584,331
783,332
1061,332
658,333
2504,333
3387,333
14007,333
14870,333
16034,333
22076,333
22524,333
24024,333
25531,333
28838,333
29829,333
34888,333
36365,333
36645,333
8367,334
15408,334
27830,334
30200,334
30506,334
35883,334
6625,335
19878,335
766,336
26233,336
6730,337
19178,337
27796,337
4024,338
10303,338
7340,339
27234,339
2289,340
29780,340
19370,341
28346,341
23191,342
31540,342
36049,342
656,343
2131,343
2480,343
3147,343
4073,343
4603,343
6712,343
7073,343
8343,343
8936,343
10220,343
12202,343
13658,343
13809,343
13839,343
13899,343
19766,343
19822,343
20207,343
24839,343
27250,343
34816,343
3082,344
27518,344
1477,345
5441,345
7879,345
7890,345
8178,345
11190,345
18685,345
19560,345
24738,345
26068,345
29315,345
31253,345
31883,345
35959,345
36178,345
19789,346
23924,346
36060,346
13924,347
18913,347
23307,347
26484,347
26750,347
32971,347
36368,347
175,348
4141,348
5016,348
7659,348
21840,348
20964,349
33468,349
34806,349
7176,350
25504,350
13214,351
16585,351
22304,351
30964,351
32619,351
6511,352
13778,352
20163,352
33405,352
35018,352
156,353
212,353
833,353
1362,353
9874,353
10635,353
11808,353
13344,353
15659,353
20849,353
21140,353
21359,353
23755,353
24139,353
26865,353
27957,353
28111,353
28822,353
31779,353
34368,353
35120,353
11098,354
15429,354
2016,355
7383,355
13617,355
30692,355
544,356
9959,356
11284,356
12699,356
15867,356
22508,356
24067,356
24964,356
30606,356
2752,357
12334,357
12646,358
36365,358
11954,359
13255,359
27237,359
36176,359
1242,360
3650,360
4784,360
5171,360
9516,360
10550,360
13373,360
22061,360
22881,360
24446,360
24627,360
28818,360
32634,360
32726,360
35415,360
35604,360
36711,360
2120,361
20622,361
16861,362
22228,362
4346,363
6531,363
11902,363
17671,363
24123,363
30951,363
5328,364
7162,364
22281,364
32309,364
11630,365
31897,365
3115,366
11657,366
11876,366
13981,366
34027,366
3647,367
7621,367
15574,367
36903,367
1198,368
1867,368
2125,368
2149,368
4597,368
5785,368
6427,368
6985,368
9997,368
10785,368
12168,368
13040,368
15855,368
18726,368
19250,368
20479,368
20939,368
21493,368
22054,368
25030,368
26164,368
26903,368
27652,368
29332,368
29711,368
32789,368
33887,368
35716,368
35916,368
36929,368
14517,369
34897,369
3535,370
3856,370
4629,370
9097,370
11260,370
15254,370
23172,370
25070,370
12980,371
15098,371
17523,371
21630,371
32986,371
2486,372
34284,372
24497,373
28903,373
11901,374
18572,374
1398,375
2271,375
3778,375
6251,375
6729,375
7137,375
7342,375
7668,375
14573,375
15623,375
17126,375
18684,375
18881,375
18887,375
23377,375
30925,375
31332,375
18473,376
27432,376
4059,377
5399,377
5895,377
6976,377
7543,377
8816,377
10923,377
10988,377
11490,377
11593,377
11827,377
11854,377
12406,377
17565,377
17598,377
20362,377
23247,377
23983,377
24337,377
24402,377
26965,377
27154,377
27167,377
27523,377
28823,377
29091,377
33706,377
34663,377
37086,377
2795,378
5636,378
10831,378
12315,378
14851,378
16265,378
18352,378
23502,378
26691,378
26932,378
27815,378
27992,378
28447,378
28898,378
37019,378
16,379
5688,379
6095,379
17915,379
22476,379
31944,379
32325,379
35665,379
215,380
2315,380
24901,380
36554,380
37119,380
1325,381
14401,381
2562,382
2973,382
9624,382
23929,382
28446,383
30741,383
1554,384
14516,384
19511,384
20123,384
22647,384
22819,384
34886,384
35566,384
36346,384
12959,385
17219,385
35009,385
145,386
6929,386
9326,386
28923,386
5018,387
8426,387
10722,387
13517,387
14997,387
16464,387
29317,387
31289,387
33804,387
35882,387
4668,388
6553,388
15608,388
18445,388
22146,388
23740,388
26528,388
30899,388
32850,388
33256,388
3746,389
4640,389
4833,389
5999,389
6810,389
7829,389
9945,389
10051,389
10459,389
13127,389
13317,389
13494,389
16133,389
17608,389
19678,389
23910,389
27559,389
28595,389
32778,389
32827,389
32962,389
32968,389
35283,389
36222,389
2309,390
3305,390
4288,390
21712,390
26372,390
1062,391
7691,391
18677,391
3841,392
6068,392
10822,392
14101,392
15917,392
34930,392
24733,393
26894,393
29435,393
8497,394
13932,394
19538,394
23399,394
8104,395
28191,395
34124,395
12827,396
16801,396
25011,396
27608,396
15578,397
32591,397
10966,398
22748,398
13576,399
15257,399
16074,399
18178,399
21609,399
23801,399
25624,399
25674,399
27151,399
27612,399
30625,399
34789,399
1283,400
22852,400
26604,400
29644,400
30671,400
32855,400
8542,401
13278,401
6275,402
11099,402
4019,403
29826,403
1149,404
1216,404
1251,404
1407,404
2761,404
5050,404
7098,404
9125,404
10047,404
10317,404
10332,404
11499,404
12325,404
13137,404
15183,404
16377,404
18661,404
19142,404
19785,404
20565,404
20974,404
22103,404
25717,404
27771,404
29552,404
30435,404
33990,404
34519,404
35208,404
36344,404
36581,404
36902,404
8375,405
10105,405
11631,405
13636,405
26079,405
26162,405
34174,405
34388,405
1957,406
32425,406
26165,407
36808,407
20118,408
32266,408
7045,409
9093,409
22563,409
2814,410
23360,410
32037,410
33499,410
4558,411
5923,411
7146,411
16439,411
26874,411
28098,411
33912,411
1748,412
8574,412
2913,413
15598,413
18841,413
20087,413
21017,413
23852,413
28921,413
1598,414
10043,414
14737,414
15540,414
18216,414
25226,414
37005,414
9,415
2609,415
12780,415
25305,415
58,416
5575,416
6218,416
8289,416
8838,416
14019,416
18043,416
22982,416
23293,416
25257,416
25275,416
29625,416
30442,416
32059,416
18073,417
29903,417
441,418
5345,418
8827,418
16367,418
17400,418
27280,418
30007,418
34604,418
3460,419
31747,419
33020,419
13949,420
16700,420
2690,421
10671,421
245,422
3589,422
7064,422
8214,422
17748,422
36499,422
7361,423
19720,423
32846,423
34213,423
36268,423
9219,424
10415,424
16207,424
24304,424
24894,424
33961,424
34608,424
9088,425
21867,425
16882,426
19899,426
8636,427
8748,427
14938,427
19173,427
21481,427
31821,427
32812,427
35292,427
36966,427
5063,428
9300,428
11708,428
16072,428
22560,428
26024,428
29359,428
30346,428
1653,429
15544,429
9341,430
28619,430
15072,431
23288,431
23978,431
8602,432
10870,432
12808,432
13563,432
14236,432
18753,432
20890,432
31419,432
32621,432
3771,433
8576,433
20890,433
952,434
3247,434
10184,434
10393,434
19567,434
27366,434
30138,434
35118,434
6039,435
12171,435
6899,436
35508,436
26141,437
27534,437
35039,437
36089,437
3924,438
12639,438
14385,438
14596,438
23392,438
25884,438
29613,438
33028,438
34070,438
34735,438
35228,438
35401,438
35522,438
36211,438
36774,438
1672,439
31728,439
1652,440
6279,440
1770,441
16605,441
18613,441
28683,441
30482,441
3758,442
21481,442
3139,443
12477,443
16251,443
5574,444
31010,444
36206,444
36873,444
12757,445
23110,445
6564,446
17511,446
19927,446
30042,446
9621,447
21981,447
4110,448
15212,448
24687,448
29818,448
7763,449
9105,449
19408,449
28162,449
29306,449
34746,449
36781,449
36952,449
10034,450
17361,450
3451,451
8946,451
11195,451
15400,451
2788,452
5873,452
6033,452
7172,452
12191,452
15575,452
20457,452
21427,452
22198,452
25711,452
28815,452
30971,452
33784,452
5432,453
6035,453
7871,453
22663,453
5481,454
5743,454
23070,454
25188,454
13659,455
34657,455
3550,456
9079,456
31907,456
11354,457
17143,457
14389,458
21417,458
36108,458
13848,459
35429,459
16461,460
20967,460
27119,461
29075,461
8015,462
9080,462
34220,462
35302,462
35311,462
36250,462
36936,462
19175,463
22879,463
2983,464
4252,464
4849,464
5311,464
6485,464
9419,464
11091,464
19665,464
21563,464
23449,464
23717,464
25354,464
27729,464
29667,464
35291,464
35466,464
37062,464
3473,465
16208,465
2668,466
11860,466
15016,466
29675,466
5268,467
7835,467
14365,467
19916,467
20628,467
29827,467
33332,467
36244,467
8436,468
17110,468
285,469
402,469
2880,469
3283,469
4165,469
4557,469
7023,469
8846,469
9361,469
9556,469
10218,469
10512,469
12611,469
13307,469
14065,469
14731,469
15082,469
15967,469
16828,469
17863,469
18270,469
20523,469
22819,469
24173,469
24572,469
24850,469
26198,469
27207,469
27411,469
27919,469
27950,469
30113,469
32697,469
34092,469
37064,469
3814,470
4388,470
11175,470
15067,470
18284,470
20309,470
25440,470
31442,470
3650,471
29963,471
8700,472
27015,472
176,473
529,473
799,473
1024,473
1605,473
1859,473
1897,473
2219,473
2578,473
2582,473
2736,473
2793,473
3642,473
3805,473
4075,473
5268,473
6217,473
6272,473
6828,473
7014,473
7756,473
8761,473
9336,473
9427,473
9677,473
11570,473
12086,473
12487,473
13172,473
13819,473
13912,473
14957,473
15068,473
15735,473
15749,473
16052,473
17083,473
17362,473
17524,473
17903,473
18088,473
18167,473
18198,473
18674,473
20139,473
20149,473
20308,473
20771,473
20965,473
21124,473
22495,473
23474,473
23947,473
24354,473
25246,473
25505,473
25849,473
26355,473
27694,473
27698,473
27854,473
28081,473
28711,473
29362,473
30137,473
30154,473
30282,473
31056,473
31369,473
32369,473
32512,473
33339,473
33491,473
33596,473
34794,473
35056,473
35115,473
35884,473
36162,473
36335,473
36619,473
36721,473
36754,473
42,474
13218,474
34139,474
21082,475
21911,475
26312,475
34436,475
7806,476
32371,476
14255,477
30461,477
14937,478
33112,478
2388,479
3127,479
5661,479
23921,479
28500,479
33759,479
512,480
1580,480
5615,480
9085,480
10721,480
11557,480
14182,480
15762,480
16501,480
19842,480
20767,480
22777,480
29727,480
32399,480
34713,480
3748,481
6624,481
7935,482
16043,482
24070,482
19455,483
29751,483
10651,484
26514,484
28400,484
30485,484
17988,485
22102,485
136,486
721,486
18531,486
30431,486
35529,486
290,487
763,487
3942,487
4408,487
4737,487
5006,487
13962,487
17230,487
17520,487
17907,487
23268,487
23943,487
24810,487
32077,487
35192,487
7591,488
29835,488
5506,489
14546,489
24522,489
2544,490
13780,490
27323,490
28337,490
30596,490
11407,491
20322,491
21161,491
17425,492
28651,492
29510,492
32433,492
521,493
9965,493
27815,493
15240,494
25507,494
671,495
7972,495
16620,495
18940,495
21841,495
31053,495
15728,496
31585,496
10447,497
14352,497
879,498
2312,498
3129,498
18197,498
21458,498
24540,498
27658,498
31795,498
33945,498
8892,499
10492,499
26827,499
5048,500
15417,500
16651,500
22324,500
23030,500
24345,500
24870,500
22999,501
32554,501
33328,501
33627,501
7396,502
18793,502
2766,503
16395,503
25724,503
11208,504
26067,504
13787,505
23075,505
2182,506
30529,506
31837,506
876,507
1447,507
