userId,itemId,rating
14572,75,8
15252,75,8
15280,75,6
2301,76,7
3127,76,8
4639,76,1
4727,76,5
4880,76,10
4901,76,6
5988,76,5
6651,76,6
8042,76,8
9311,76,7
9886,76,4
9990,76,10
10095,76,8
11160,76,8
11477,76,9
12369,76,8
12833,76,10
12903,76,8
13298,76,8
13898,76,7
14219,76,10
2274,77,9
2806,77,8
7584,78,4
3277,79,10
2231,80,7
14632,80,3
1672,81,6
7409,83,10
8224,83,1
9848,83,1
227,84,6
1816,84,4
3446,84,3
6084,84,6
6345,84,5
6651,84,5
7966,84,1
8478,84,4
11868,84,5
13362,84,4
14685,84,6
14775,84,6
10745,85,1
12131,86,4
14779,86,10
1165,88,7
1917,88,9
2091,88,8
3168,88,6
3894,88,7
4382,88,8
5070,88,8
5452,88,2
5634,88,7
5636,88,10
5728,88,8
6861,88,2
7020,88,8
7474,88,9
7846,88,7
8829,88,7
8939,88,2
9570,88,1
13869,88,7
14392,88,6
14688,88,10
10128,89,4
7393,90,2
7589,90,2
687,91,9
3002,91,9
9305,91,10
10810,91,8
11715,91,7
11868,91,7
12423,91,10
13385,91,10
14712,92,10
11573,93,1
2627,94,6
6422,96,6
363,97,7
15025,97,8
15252,97,7
1985,98,2
9328,98,8
12919,98,5
12263,99,5
122,100,9
620,100,6
738,100,10
1236,100,9
1437,100,10
1853,100,8
2145,100,10
2682,100,7
3088,100,7
3288,100,5
5490,100,8
5704,100,10
6235,100,8
6344,100,9
6901,100,10
7393,100,10
7943,100,7
8246,100,9
9052,100,10
9291,100,10
10040,100,9
10847,100,7
12072,100,9
12593,100,8
13065,100,8
13098,100,8
13484,100,8
13591,100,5
2231,101,4
10068,101,7
2524,102,4
4208,102,10
9169,102,6
11505,102,4
11837,102,5
13485,102,5
1620,103,8
4881,103,10
7619,103,7
12015,103,7
1788,104,7
2538,104,9
2548,104,7
2696,104,9
7913,104,8
9708,104,9
10294,104,8
11392,104,7
11789,104,9
13328,104,6
14273,104,4
14404,104,2
599,105,3
2231,105,4
5161,106,8
477,107,10
1963,107,2
2067,107,7
2824,107,1
5499,107,5
6120,107,7
6763,107,8
6818,107,6
8625,107,7
9758,107,2
10512,107,3
10592,107,6
11477,107,10
13511,107,7
5208,108,8
6026,109,3
877,110,9
3507,110,7
10763,110,9
14654,110,10
1240,111,9
4846,111,7
5097,111,10
7758,111,10
12170,111,6
12227,111,10
13500,111,4
13515,111,10
7312,112,5
14135,112,7
3287,113,7
4016,113,6
1836,114,7
1853,114,8
2107,114,6
2449,114,7
3430,114,7
3584,114,8
4933,114,6
6819,114,6
6827,114,6
7020,114,10
7362,114,7
8340,114,8
9122,114,4
9235,114,7
9331,114,8
10881,114,7
11121,114,5
11843,114,8
12993,114,7
13366,114,9
13970,114,10
14872,114,9
14988,114,8
2932,115,6
9819,115,6
6433,116,6
14632,116,5
3402,118,1
6651,119,6
12526,119,4
6556,120,2
15069,120,5
4105,121,9
4736,121,7
8406,121,8
12275,121,10
7544,122,7
12015,122,6
13573,122,6
12745,123,7
3305,124,8
2870,125,4
7338,125,7
12015,125,5
4027,126,7
13458,126,10
496,127,2
12664,127,9
1191,128,7
3384,128,9
7331,128,7
9305,128,6
9643,128,8
14632,128,9
4042,129,9
5704,129,7
9052,129,8
13000,129,9
6084,130,7
11868,130,6
14014,130,8
4042,131,7
6357,131,8
6651,131,7
7393,131,5
13098,131,4
13169,131,5
13676,131,7
6044,132,6
596,133,8
647,133,9
1761,133,8
3635,133,7
4212,133,10
4496,133,7
4716,133,8
5203,133,8
5377,133,10
5694,133,8
5830,133,8
6436,133,8
6490,133,10
7306,133,9
7600,133,9
8395,133,8
8990,133,10
9623,133,8
10830,133,9
11099,133,7
11207,133,10
11797,133,8
12272,133,6
12462,133,7
12963,133,8
13441,133,7
13909,133,8
13973,133,10
8458,134,8
3183,135,9
8253,136,7
14136,137,1
3122,138,10
3771,138,6
4873,138,8
5024,138,5
9598,138,6
6072,139,1
5729,140,9
12848,142,6
2416,143,7
2707,144,6
5588,145,8
6072,145,8
842,146,10
855,146,4
1387,146,1
2618,146,8
3519,146,6
4565,146,1
4691,146,3
5152,146,9
5604,146,9
6081,146,6
6780,146,8
6827,146,3
7062,146,5
7719,146,6
7981,146,1
8228,146,9
8353,146,5
8795,146,1
8887,146,10
9178,146,6
9279,146,1
9325,146,8
9460,146,1
9849,146,3
10506,146,1
10664,146,6
10690,146,6
11392,146,6
11426,146,10
11718,146,6
11863,146,7
12063,146,3
12442,146,1
12755,146,7
13098,146,3
13648,146,6
13928,146,8
13970,146,10
14166,146,8
14632,146,5
14681,146,5
14745,146,6
15252,146,4
5869,148,5
9143,148,4
13121,148,3
219,149,6
401,149,10
1193,149,9
2697,149,10
6038,149,9
7380,149,1
9786,149,7
10128,149,3
10594,149,8
12209,149,6
14246,149,10
5301,150,5
1753,152,6
2913,152,5
6182,152,5
10079,152,7
12752,152,7
13868,152,7
2837,154,2
4806,154,10
5336,154,6
5453,154,7
6072,154,4
6651,154,7
8084,154,5
8293,154,7
8340,154,7
9013,154,6
9078,154,8
9587,154,3
10487,154,8
11552,154,6
12815,154,7
14342,154,6
14479,154,6
14549,154,8
6345,155,6
11791,156,5
12395,156,10
12534,156,10
7915,157,6
14632,158,1
6549,161,5
1146,162,8
1610,162,6
2725,162,6
7259,162,5
12212,162,9
14878,162,8
14632,163,7
4922,164,7
6512,166,8
11137,166,5
11269,166,10
11742,166,10
12695,166,7
14632,166,8
7886,167,4
11868,167,1
12723,167,3
13005,167,4
14714,168,1
15218,168,4
8156,169,8
1791,170,4
5402,170,5
4154,171,9
13169,171,9
12883,173,6
6926,174,7
3458,175,1
8069,175,7
10095,175,7
11837,175,2
12698,175,2
13694,175,2
846,176,7
3533,176,7
3635,176,7
7470,176,8
9370,176,8
9886,176,7
12822,176,7
3703,178,10
9260,178,8
1361,180,7
3127,180,7
3965,180,3
4057,180,10
5417,180,7
5869,180,6
6827,180,4
7265,180,8
7808,180,7
7825,180,6
10095,180,8
10731,180,10
11535,180,5
13045,180,1
13977,180,8
2882,182,7
6951,182,5
7393,182,5
15151,182,4
6915,183,8
15185,183,7
441,184,8
467,184,6
503,184,10
1131,184,9
1344,184,9
2732,184,6
2968,184,9
3020,184,9
3165,184,10
4042,184,7
4386,184,8
4619,184,8
5441,184,9
5839,184,8
6452,184,5
7316,184,8
8538,184,10
8594,184,8
8776,184,9
9038,184,10
9504,184,8
10086,184,7
10648,184,9
11384,184,10
11718,184,7
12822,184,7
14014,184,8
14342,184,8
14568,184,6
4990,185,3
5759,185,7
7062,185,6
13000,185,3
13221,185,7
13707,185,7
14342,185,6
1781,186,2
6072,186,7
6674,186,10
10429,186,6
11855,186,6
15293,186,3
9643,187,8
12822,187,5
13045,187,7
2145,188,5
2231,188,5
13082,189,9
9811,190,7
11729,191,1
6954,192,7
9679,192,7
9071,193,3
13156,193,7
1732,194,7
3348,194,6
3647,194,9
3997,194,10
5523,194,5
7393,194,9
7451,194,9
9587,194,9
9922,194,8
10965,194,8
11392,194,8
12323,194,8
12752,194,7
12976,194,8
13169,194,8
13502,194,6
14794,194,7
2212,195,4
5711,196,7
4576,197,7
4773,197,10
6120,197,10
9999,197,10
11494,197,8
13005,197,8
4721,198,10
10573,198,7
8386,199,4
4608,200,3
4918,200,5
5966,200,7
7195,200,2
7743,200,1
8503,200,7
10327,200,10
12189,200,3
12838,200,1
995,201,7
10794,201,7
14157,201,9
7665,203,6
3948,204,9
926,205,10
14235,205,10
12848,206,7
12822,207,3
450,208,6
3287,208,7
8478,208,8
7913,209,4
9122,209,3
2216,210,9
13223,210,9
4163,211,8
444,213,10
6866,213,2
7615,213,4
9578,213,10
12015,213,4
13005,213,6
13161,213,8
3610,214,10
3941,215,8
12626,215,1
3967,216,7
6267,216,9
1544,217,3
14632,217,1
1710,218,8
8874,219,6
5208,220,10
6952,220,10
9090,221,7
1852,222,1
3941,222,9
9656,222,6
10119,222,4
9886,223,7
11855,223,7
12024,223,6
13676,223,10
14632,223,8
2882,224,8
298,225,7
4100,225,8
10674,225,10
151,228,9
950,228,4
1236,228,7
1400,228,5
1726,228,8
2557,228,9
3317,228,8
3739,228,8
3965,228,8
3997,228,9
4056,228,8
4353,228,7
4634,228,9
4684,228,10
4716,228,8
4721,228,8
5362,228,8
5759,228,7
5783,228,8
6239,228,5
6478,228,7
6715,228,9
6879,228,5
7369,228,10
7864,228,8
7910,228,7
8512,228,6
8592,228,8
8805,228,10
10242,228,6
10365,228,7
10384,228,9
10920,228,7
11045,228,8
11428,228,9
11527,228,10
11879,228,6
12323,228,6
12703,228,9
12839,228,6
13241,228,10
13284,228,8
13370,228,5
14117,228,8
14549,228,7
14823,228,10
4853,229,2
10609,229,6
7287,230,5
10026,231,10
846,233,7
3997,233,10
4042,233,8
4716,233,8
5490,233,8
7619,233,9
9178,233,7
11171,233,9
15333,233,9
7915,235,9
13430,235,9
14169,235,8
3635,236,3
9898,236,6
8710,237,6
402,238,4
1411,238,10
4881,238,10
5962,238,1
6827,238,4
7578,238,3
9390,238,3
9949,238,4
11271,238,6
13500,238,5
5372,239,7
1003,240,7
3635,240,7
2107,241,6
5375,242,8
4013,244,10
2815,245,8
13970,245,7
6019,246,4
402,247,5
5382,247,5
7362,247,7
7584,247,7
7619,247,1
9122,247,8
10320,247,8
12626,247,2
12841,247,2
4469,249,6
88,250,8
2175,250,7
6651,250,8
9085,250,7
9090,250,8
12643,250,9
799,251,1
2145,251,1
2975,251,1
4970,251,3
6694,251,5
7399,251,4
8209,251,3
9052,251,2
11376,251,4
11837,251,3
12835,251,1
12838,251,1
13118,251,8
14392,251,1
14685,251,1
862,252,9
1793,252,6
3473,252,10
3941,252,8
4149,252,8
6651,252,9
6827,252,6
8605,252,5
9520,252,9
10098,252,7
10578,252,8
12253,252,8
12775,252,7
12857,252,8
13000,252,4
13097,252,7
13121,252,8
13970,252,10
14170,252,10
14618,252,4
460,253,4
6798,253,8
10324,253,1
11231,253,10
1193,254,6
1853,254,9
4970,255,6
5737,255,7
6235,255,7
3399,256,7
13868,256,5
2128,257,8
7665,258,3
3906,259,10
797,260,5
1971,260,6
3508,260,8
11655,260,8
11972,260,6
12473,260,8
14014,260,7
14681,260,7
15293,260,8
9264,261,6
7242,262,7
7811,262,2
313,263,10
2145,263,8
2870,263,10
6518,263,8
7832,263,10
9686,263,6
10826,263,10
15314,263,8
2145,264,9
6651,264,6
7393,264,8
7519,264,8
12015,264,6
5636,265,7
7915,265,7
416,266,5
601,266,5
893,266,10
1836,266,7
3118,266,7
5641,266,8
5775,266,8
5793,266,7
5964,266,10
6250,266,10
6864,266,1
7413,266,10
10294,266,5
11283,266,7
11337,266,5
11528,266,7
12162,266,7
13166,266,7
13338,266,7
13870,266,9
15175,266,8
1617,267,6
8042,267,7
13672,267,3
14632,267,2
111,269,10
203,269,10
205,269,10
628,269,9
940,269,10
1139,269,7
1561,269,10
1903,269,10
1907,269,9
2041,269,10
2072,269,10
2121,269,8
2122,269,10
2453,269,4
2624,269,10
2764,269,10
2850,269,10
3123,269,9
3748,269,9
3759,269,10
4024,269,8
4154,269,10
4322,269,10
4882,269,10
4958,269,9
4978,269,9
5458,269,3
5628,269,8
5649,269,8
5715,269,10
5833,269,10
5974,269,10
6058,269,7
6120,269,9
6329,269,5
6347,269,9
6414,269,10
6708,269,8
7154,269,10
7208,269,10
7654,269,10
7864,269,7
7965,269,8
8477,269,10
8558,269,10
8638,269,10
10095,269,9
10581,269,9
10675,269,10
10695,269,10
11041,269,8
11198,269,8
11340,269,10
11597,269,10
11602,269,7
12093,269,7
12231,269,10
12282,269,10
12531,269,10
12611,269,7
12785,269,10
13392,269,6
13433,269,6
13675,269,9
13795,269,10
13878,269,10
14872,269,7
14944,269,7
14966,269,10
14990,269,6
1376,270,9
4724,271,1
14705,271,1
3635,272,3
6847,272,1
6926,272,10
13851,272,8
8478,273,9
3635,274,6
11868,274,6
12323,274,6
7248,275,8
2194,276,7
3941,277,8
507,279,3
1278,279,7
3584,279,7
8564,279,10
10109,279,6
10169,279,4
10654,279,7
12286,279,9
14662,279,8
4040,281,1
4386,281,5
915,282,7
1919,282,6
2478,282,10
5338,282,8
6021,282,9
13005,282,7
14794,282,7
1056,283,8
7584,283,6
12723,283,4
8730,284,8
3406,285,4
6270,285,7
11903,285,9
14673,288,2
2870,290,7
3406,290,6
13676,290,10
272,291,5
3154,291,2
3748,291,6
6651,291,7
6985,291,2
9739,291,10
11875,292,10
4576,293,9
5609,293,7
8109,293,10
13910,293,7
1875,294,8
2231,295,4
7393,295,7
13424,295,6
4752,296,7
7893,296,7
9643,297,6
7611,299,3
10745,299,4
846,300,7
1875,300,6
9057,300,3
12167,300,7
2870,301,7
672,302,5
1411,302,10
3748,302,1
4139,302,6
7743,302,1
10344,302,5
12606,302,1
8874,303,5
6651,304,8
11382,304,8
13868,304,4
14685,304,7
5590,305,4
1544,306,9
1709,306,10
2145,306,7
4174,306,7
4533,306,9
5759,306,5
6121,306,10
6323,306,10
6419,306,8
6915,306,5
7868,306,8
8349,306,6
9427,306,7
9430,306,7
9529,306,10
9786,306,6
10345,306,1
11216,306,7
11653,306,10
12822,306,6
13466,306,6
14208,306,6
14466,306,7
14549,306,8
15264,306,2
2231,307,7
4158,307,1
6087,307,2
7951,307,8
9090,307,6
10109,307,5
10173,307,4
10584,307,7
12334,307,4
14436,307,8
15122,307,6
15280,307,8
3406,308,7
3642,308,7
7470,308,7
10469,309,9
12652,309,6
1094,311,8
5862,312,5
14014,312,6
6336,313,9
2128,314,8
2596,314,8
2765,314,8
6972,314,9
10415,314,5
11667,314,6
3736,316,9
797,317,3
14632,317,7
12745,318,7
4716,319,7
3203,320,2
10810,320,6
5869,321,5
6072,321,5
7913,321,3
402,322,2
547,322,7
569,322,9
1029,322,10
1236,322,7
1721,322,2
2107,322,7
2631,322,8
3330,322,7
3997,322,7
4135,322,10
4489,322,10
5448,322,3
5577,322,6
5956,322,6
6133,322,4
6148,322,5
6390,322,6
6478,322,7
7336,322,6
7362,322,5
7393,322,4
7599,322,6
7611,322,8
7912,322,8
7994,322,1
8625,322,8
9001,322,8
9078,322,8
9112,322,3
10509,322,6
11175,322,6
12815,322,7
14208,322,4
14546,322,8
14641,322,7
14748,322,8
14857,322,8
15157,322,9
10068,323,5
13929,323,4
2216,324,10
6665,325,4
8228,326,8
10328,326,5
4684,327,6
5070,327,4
5571,327,4
5875,327,2
6258,327,2
6343,327,7
6673,327,3
8512,327,8
12838,327,8
7393,328,6
5528,329,4
11003,329,2
6357,330,4
1366,331,4
14673,331,2
7448,332,3
1544,333,6
11623,333,8
14632,333,2
1742,334,9
10128,334,5
496,335,4
2123,335,4
13000,335,7
13573,336,7
3582,337,7
3967,337,5
4591,337,4
8174,337,5
8706,337,8
8825,337,7
9264,338,6
915,339,6
1724,339,8
2145,339,7
3287,339,7
3748,339,6
4473,339,5
4730,339,6
5743,339,8
6438,339,7
7584,339,8
10068,339,7
12162,339,4
12395,339,9
12752,339,5
12961,339,8
13121,339,6
5260,340,5
8512,341,5
10084,341,9
11171,341,7
15315,341,6
1003,342,10
9071,342,4
5308,343,9
13840,343,6
852,344,10
2128,344,10
2145,344,10
2211,344,10
3635,344,6
3899,344,9
4386,344,10
5607,344,10
5869,344,5
6772,344,1
7357,344,10
8542,344,7
9020,344,10
9319,344,6
12023,344,9
12057,344,10
14159,344,6
14925,344,10
1596,345,4
2772,345,9
4083,345,9
4149,345,6
4182,345,10
5335,345,7
6478,345,8
7829,345,8
7953,345,1
9078,345,10
9128,345,8
9947,345,6
10226,345,6
11524,345,6
12057,345,9
12752,345,6
13808,345,8
14731,345,7
14816,345,5
15110,345,5
15261,345,9
729,346,2
1053,346,8
1260,346,6
4736,346,6
7939,346,8
8084,346,9
9328,346,2
10583,346,7
11933,346,9
12048,346,7
14905,346,7
15077,346,2
620,347,7
2870,347,10
3906,347,10
5704,347,8
8499,347,10
10209,347,10
11118,347,10
11797,347,8
12006,347,4
12323,347,8
12745,347,8
14206,347,8
1193,348,4
2914,348,7
6640,348,3
633,349,2
2107,349,7
2854,349,7
3045,349,6
5617,349,2
10403,349,1
11331,349,6
12162,349,4
12483,349,9
14549,349,8
416,350,9
868,350,10
5466,350,10
7427,350,10
7945,350,8
8018,350,8
8023,350,9
8149,350,9
10863,350,8
11331,350,6
11446,350,6
12752,350,6
12880,350,7
13495,350,9
14764,350,8
10326,351,4
13169,351,2
11247,352,7
419,353,7
888,353,10
2238,353,8
3882,353,9
4344,353,10
6827,353,8
8134,353,10
9279,353,3
9799,353,10
11780,353,10
13686,353,10
13716,353,9
10048,354,6
12484,355,7
8912,356,7
1623,357,9
2672,357,8
2854,357,5
6651,357,8
7393,357,9
8990,357,8
9886,357,8
10857,357,10
11119,357,10
11759,357,9
13411,357,6
879,358,1
1957,358,7
2036,358,2
2696,358,6
2823,358,3
2854,358,3
4361,358,5
5501,358,5
8228,358,1
8479,358,1
8711,358,4
8863,358,7
8892,358,4
9572,358,2
11263,358,8
11388,358,1
11465,358,5
13005,358,6
13045,358,6
13121,358,4
13408,358,2
14011,358,2
14489,358,2
14523,358,8
12626,360,8
13730,360,8
14073,361,9
9148,364,10
4248,365,1
475,366,1
824,366,10
1041,366,10
1246,366,4
1463,366,3
1508,366,8
2301,366,10
2400,366,7
2811,366,5
3020,366,6
3093,366,5
3463,366,10
3604,366,2
3743,366,8
3760,366,8
3868,366,2
4026,366,9
4042,366,1
4099,366,6
4769,366,9
5152,366,8
5160,366,5
5819,366,1
5974,366,7
6151,366,9
6199,366,8
6913,366,4
7435,366,7
7610,366,7
7911,366,10
7949,366,6
8222,366,2
8245,366,2
8513,366,4
8673,366,10
8897,366,9
9060,366,8
9527,366,4
9636,366,1
9798,366,9
10052,366,7
10453,366,10
10606,366,7
11551,366,8
12146,366,7
12515,366,10
13179,366,7
13824,366,8
13928,366,4
13995,366,1
14032,366,10
14955,366,8
14957,366,7
3905,368,2
7387,368,3
9204,368,8
10344,368,5
10616,368,2
365,369,6
4244,370,8
8622,370,8
8625,370,7
9482,370,7
12932,370,8
13609,370,4
15280,370,8
152,371,7
683,371,5
8232,371,1
15325,371,3
3017,372,8
3507,372,6
4716,372,8
4926,372,8
5722,372,9
6090,372,4
8792,372,6
10654,372,4
11252,372,7
15053,372,2
15261,372,7
797,373,4
1236,373,8
1467,373,9
2066,373,6
2870,373,8
3577,373,10
5814,373,10
6345,373,6
6490,373,7
7287,373,8
7393,373,8
8123,373,7
8471,373,9
9700,373,6
10847,373,7
11715,373,1
13005,373,7
14014,373,8
15248,373,6
1530,374,1
4716,374,5
7393,374,5
8598,374,7
9138,374,1
3877,375,8
7613,375,8
11198,375,6
354,376,2
8419,377,7
9860,377,6
11527,377,10
2155,378,3
3091,378,9
3502,379,10
10068,380,6
4079,381,4
9886,381,4
2348,382,4
6133,382,4
7584,382,4
4248,383,5
6467,383,10
5796,384,10
13226,385,6
9643,386,7
10068,386,5
219,387,9
816,387,5
3547,387,10
3941,387,8
5490,387,4
5793,387,9
7695,387,5
9686,387,5
9708,387,6
10810,387,6
12723,387,6
13712,387,10
14632,387,3
14798,387,6
6985,388,7
4042,389,4
1003,390,9
1934,390,8
5425,390,7
219,391,3
4639,391,4
6016,391,1
7562,391,8
9807,391,2
11568,391,7
13790,391,6
15213,391,7
780,392,9
956,392,2
1461,392,8
2598,392,4
3715,392,5
4937,392,5
5070,392,5
6390,392,7
6438,392,7
6827,392,4
9052,392,3
9339,392,4
9807,392,2
10616,392,3
13230,392,4
13634,392,7
13870,392,7
14428,392,6
3997,394,8
4386,394,7
6554,394,10
6923,394,5
11291,394,7
12725,394,4
14492,394,7
780,395,8
2265,395,2
6239,395,6
8340,395,9
8873,395,7
5869,396,6
6499,396,10
8867,396,8
3635,397,6
3941,397,8
9052,397,7
11972,397,6
12961,397,7
13005,397,6
13391,397,6
6120,398,10
2145,399,5
3692,399,7
4668,399,6
5862,399,6
6827,399,5
7393,399,6
15018,399,6
915,400,8
3635,401,7
8361,401,9
8851,401,9
12337,401,10
4027,402,7
6345,402,7
10171,403,9
3629,405,5
4102,405,7
6016,405,4
7302,405,7
7778,405,10
9755,405,2
11343,405,8
13424,406,1
13790,406,3
7743,407,1
5869,408,5
9656,408,6
4248,409,5
12509,409,7
11243,410,3
3502,411,10
3941,413,8
12710,414,7
9587,415,4
2346,417,8
9886,417,7
12127,417,10
42,418,9
173,418,9
1008,418,8
1755,418,8
1993,418,9
2107,418,7
2155,418,6
2459,418,7
2557,418,3
2699,418,8
2897,418,7
3965,418,9
4042,418,10
4147,418,5
4900,418,9
5363,418,8
5977,418,8
6081,418,9
6085,418,10
7096,418,6
8084,418,6
8553,418,10
9143,418,7
10087,418,4
10627,418,9
11241,418,7
11311,418,10
11532,418,7
11542,418,10
11904,418,7
12369,418,3
12530,418,10
13112,418,6
13298,418,9
13333,418,10
13878,418,7
14014,418,7
14211,418,7
14549,418,8
14556,418,9
14655,418,7
14794,418,6
10654,419,5
12369,419,8
2772,420,8
4042,420,8
5332,420,10
7886,420,7
7584,421,7
13458,421,7
3017,422,6
4386,422,7
2107,423,6
13870,423,8
784,424,10
2237,424,8
4881,424,9
7062,424,7
7684,424,7
7966,424,9
8892,424,6
9213,424,5
9587,424,8
11416,424,10
15261,424,8
13121,425,1
285,426,9
2149,427,3
3748,427,4
10306,427,6
11201,427,1
11872,427,8
15340,427,4
5737,428,9
1460,430,1
2085,430,2
3876,430,7
5408,430,8
6010,430,3
6072,430,7
9118,430,9
15261,430,7
5794,431,7
1837,432,8
11414,432,5
6072,434,8
7262,434,7
9330,434,5
9643,434,9
14461,435,6
4361,436,7
11659,436,3
2107,438,2
7020,438,5
10262,439,5
11592,440,3
5823,441,8
9067,441,8
11258,441,9
12725,441,6
219,442,6
11868,442,5
13120,442,7
14608,443,6
5198,444,10
842,445,9
989,445,10
1052,445,7
2351,445,6
3061,445,5
3085,445,4
3409,445,7
4981,445,10
6469,445,8
6621,445,8
7313,445,8
